title,source_tag
"as republican tax vote nears, more senators waver",extended
republican senator: tax plan needs more relief for pass-through businesses,extended
a barb at germany puts trump administration on collision course with eu,extended
saudi-led air strikes kill 136 civilians in yemen: u.n.,extended
"as france emergency rule ends, macron defends new anti-terrorism law",extended
republican senator recorded criticizing trump,extended
one of liberia's main parties calls for halt to election results,extended
"trump signs tax, government spending bills into law",extended
b-1b bomber joins u.s.-south korea drills as tensions escalate,extended
"officials found list of targets with 5,000 names in east german raid: media",extended
"kazakhstan, kyrgyzstan pledge to improve ties in wake of trade war",extended
"trump declares obamacare 'dead,' urges democratic help for short-term fix",extended
"republicans, democrats sharply divided over muslims in america: reuters/ipsos poll",extended
michigan governor issues appeal over flint funds denial,extended
michigan governor tells credit rating agencies state doing 'very well',extended
trump slams facebook as lawmakers await ads amid russia probe,extended
"putin, as part of test, oversees launch of four nuclear-capable missiles: ifax",extended
congress ends effort to kill limits on debit card fees,extended
"kenyan opposition says a strategist arrested, no reason given",extended
u.s. congress may seek one-week funding extension to avert shutdown,extended
"after yemeni air strike, little girl is family's only survivor",extended
factbox: governorships up for grabs in 12 states,extended
venezuela supreme court has staged effective coup: jurists' group,extended
yemen houthis say have shot down u.s. surveillance drone - state news agency,extended
u.n. rights chief decries 'bigotry' in u.s. presidential race,extended
"cameroon secessionists kill six soldiers, police: president",extended
congressman conyers not planning to resign: lawyer tells detroit news,extended
philippines starts construction near china's manmade islands in disputed waters,extended
atlantic city mayor terms n.j. takeover plan 'fascist dictatorship',extended
sanders: firms must take 'haircut' in puerto rico debt crisis,extended
protesters clash with police at turin's g7 labor meeting,extended
yemen set to run out of fuel and vaccine in a month: unicef,extended
the reuters graphic: the threat from bali's angry volcano,extended
"biafra separatists, nigerian army disagree over siege allegations",extended
"cruz, rubio want to send more prisoners to guantanamo",extended
russian long-range bombers strike islamic state targets in syria,extended
south africa's anc votes to elect leader to replace scandal-ridden zuma,extended
uk says clear that zimbabwe's mugabe has lost the support of the people,extended
"msnbc host leaving the republican party, becoming an independent",extended
kenya police shoot dead two during opposition protest: commissioner,extended
alleged uk plotter who posted photo of prince george to face trial in april,extended
eu says understands aim of u.s. strikes in syria,extended
trump says u.s. upholds and sticks to 'one china' policy: xinhua,extended
pakistan debates how to fill education gaps,extended
france's le drian says china is 'well placed to push' north korea to talks,extended
"forbes pegs trump's wealth at $3.7 billion, $800 million less than last year",extended
"fiercest clashes yet in sanaa, yemen casualties growing: icrc",extended
japan to propose changes to beef import safeguards in talks with u.s.: sources,extended
assad says syria war does not end in deir al-zor,extended
u.s. court to re-examine decision striking down of texas voter id law,extended
u.s.-russia relations at another low after syria attacks,extended
attorney general lynch says hopes apple will comply with court order,extended
trump refuses to condemn violence at his u.s. presidential rallies,extended
sunni iraq vp supports pm abadi for second term with conditions,extended
russia seeks two-day ceasefire in damascus suburb; dozens killed by air strikes,extended
trump's houston trip will serve as empathy test,extended
harvey weinstein's conviction overturned: where is he now and what's next?,original
